title,text,class
《金曲青春》进行声乐比拼 陈卓璇回击他人嘲讽,"



网易娱乐4月16日报道 全国首档音乐厂牌对抗秀《金曲青春》明晚将进行声乐比拼，六大家族将紧扣“青春有心声”主题以声夺人，在歌曲中融入青春心声，吟唱最美少年心事。各大厂牌也为此祭出了旗下的代表唱将，战火一触即发，谁将声动梁尘？

陈卓璇唱《我敢》回击他人嘲讽，何昶希弹钢琴倾诉离别之情

赛前，张艺兴曾将各位家族担当聚集在一起，选择声乐专场要演唱的歌单，面对各位家族担当果断的选择，张艺兴表示“还蛮peace and love，没什么悬念”。当创家族的家族担当希林娜依高选择《我敢》，并喊出“敢，他(她)有万丈光芒”的口号时，在场的其他家族担当纷纷鼓掌表示赞赏。本期硬糖少女303陈卓璇将代表创家族出战，希林娜依高口中“拥有万丈光芒”的陈卓璇，想必此次将带来惊艳的表现。预告中陈卓璇借由歌词宣称：“我相信我终有一天会做出点什么来的，尽管你说我像个‘傻子’，我们这群‘傻子’骨子里的燃就是这样，我就是要去做，我敢去做。”疑似在回击他人的嘲笑，不知这样的心声背后暗藏着怎样的故事？

觉醒东方家族派出的何昶希届时将化作钢琴王子，自弹自唱《流着泪说分手》，用歌声向观众诉说离别之情。对于自己的选歌，何昶希解释道，相比于大多数人认为的“情侣分手”，自己则想通过这首歌表达更广义的“离别”情。究竟是怎样的离别故事，明晚即将揭晓。

乐华家族则派出了朱正廷演唱电影《驴得水》的主题曲《我要你》，只见朱正廷立于花团簇锦的花园之中，在柔情似水的曲调里哼唱动人的情歌。此次收起高超舞力，直面观众独唱的朱正廷，能否克服紧张情绪为观众带来完美表演？不知这首歌的背后会藏着朱正廷怎样的青春心声呢？

郑人予挣脱束缚挑战《野子》，袁一琦首次挑战solo舞台

酷漾家族的郑人予大胆挑战了一首高难度的《野子》，舞台上飞舞的雪花、变幻的舞美灯光，更加烘托出这首歌的肆意张扬。如预告中郑人予所说想要“打破束缚、冲破枷锁”，他究竟能否突破自我挑战成功唱出心中的“野子”，他的《野子》又能否引发观众共情？

索尼音乐家族派出了U1S1限定组合成员夏瀚宇，他挑选了一首相对熟悉也较为适合自己的抒情歌曲《如果你也听说》。用温暖的声线深情吟唱的夏瀚宇，将借由此曲表达怎样的心声？

丝芭家族的袁一琦则为观众带来了一首《天天》，这也是袁一琦第一次在舞台上进行独唱。在上期节目中暂列第六位的丝芭家族，将在本期获得张艺兴亲自指导舞台的机会。不知袁一琦在张艺兴的指导建议下将带来怎样精彩的表演，我们拭目以待。

六大家族战火继续，究竟是什么样的表演让玲花忍不住称赞“发挥得淋漓尽致”，也让陈志朋感叹“很完美”？此轮声乐比拼后，六大家族排名又将发生怎样的变化？已经连续两次夺得第一的创家族还能否再续佳绩？明晚锁定东方卫视，精彩即将呈现。",娱乐
37岁托雷斯宣布将复出!2年前退役 如今已练成绿巨人,"网易体育5月26日报道：

每个赛季结束后，都会有老将选择退役，这是个告别的时刻。但对于托雷斯球迷而言，如今却是个重逢的时刻。在社交网络上，37岁的托雷斯发文表示自己将会重返足坛，如今距离他退役已经过去了将近两年。





延伸阅读：

37岁托雷斯打拳照片流出!麒麟臂+壮硕胸肌太抢镜

惊呆了!36岁托雷斯变身肌肉猛男 麒麟臂如绿巨人

在社交网络上，托雷斯发了一张自己身穿9号球衣的背影图，并留下了这样一段文字：“我所了解的生活只有一种，那就是踢足球。因此，我决定复出。本周五，我会公布我的下一站是何方。”

在托雷斯的职业生涯中，他在马竞、利物浦、切尔西、AC米兰等豪门都效力过。2018年夏天，托雷斯在与马竞合同到期后来到日本J联赛，并加盟鸟栖沙岩队。2019年年夏天，托雷斯宣布挂靴退役，他表示伤病让自己做出了这个选择。

在退役之后，托雷斯曾短暂进入马竞青训营当实习教练。在结束球员生涯中，托雷斯把大量时间花在健身房中，他把自己练成了绿巨人一般的身材，与其昔日白面书生的感觉完全不同。托雷斯如今的身材，倒是更适合踢橄榄球，T9的麒麟臂相当惊人……",体育
《中小学生健康体检管理办法》重新修订：中小学生应每年体检一次,"分享至好友和朋友圈

用微信扫码二维码

分享至

时隔13年，《中小学生健康体检管理办法》重新修订。昨天，国家卫健委面向社会公开征求意见。

吴薇/制图

征求意见稿提到，学校应每年组织1次在校学生的健康体检。体检项目包括基本项目和可选择项目。基本项目包含形态检查、内科检查、外科检查、耳鼻喉科检查、眼科检查、口腔科检查。可选择项目包括眼位、色觉、听力、嗅觉、肺活量、外生殖器、胆红素等。

国家卫健委表示，健康体检机构应当以个体报告单形式向学校反馈学生个体健康体检结果，并由学校向学生（监护人）反馈。个体报告单内容应包括学生个体体检项目的客观结果、对体检结果的综合评价以及健康指导建议，肥胖、营养不良、脊柱侧弯、视力不良、龋齿须作为指导的重点。个体报告单应于体检结束后2周内反馈。

义务教育阶段学生健康体检的费用由学校公用经费开支。教育部门应对健康问题学生建立档案并随访。重点围绕肥胖、营养不良、脊柱侧弯、视力不良等健康问题开展工作。",教育
投资大V被限制出境！逾5000名投资人6亿多元待偿,"近日，深圳公安福田分局对P2P平台“喜投网”进行了案情通报。通报表示，2020年6月18日，深圳警方对喜投网涉嫌非吸案立案侦查，警方从立案至今，一直坚持全力侦办案件，做好追赃挽损工作，保护投资人合法利益。通报透露以下信息：

1.喜投网平台自2014年5月上线，于2020年2月28日停标，历史交易总金额40.07亿，涉及出借人数17059人。

2.当前待偿岀借人本金6.89亿，待偿岀借人充提差本金6.25亿，涉及出借人数5412人。

3.警方已对平台股东、实际控制人、主要负责人、高管办理边控措施，限制出境。

值得注意的是，喜投网的法定代表人、公司实控人为知名投资大V黄生，持股占比达62.48%。

喜投网良退路漫漫

目前，喜投网官网仍在运营当中，官网显示，5月20日发布了开展第19期兑付的通知，通知表示用户可通过喜投网官方网站或喜投网APP登录个人账户发起兑付提现申请，预计1-5个工作日可到账。

在兑付通知中，喜投网多次提及兑付困难，兑付比例需根据实际回款情况确定。如第18期兑付通知中，喜投网提到了6点困难：

1、借款人绝大多数为小小微企业主、个体工商户，去年新冠疫情爆发以来，经济波动加大，很多企业被迫停工停产后难以维系，外需极大萎缩，对外向型经济影响尤其巨大，大量借款人缺乏还款能力。

2、行业全面清退，大量借款人缺乏还款意愿，借款人逃废债的情况随着时间推移越来越严重。

3、涉网贷案件无法立案诉讼、无法申请执行，对失信借款人缺乏司法上的追偿措施。

4、接入央行征信工作被统一叫停，又丧失制约失信借款人的一项有力措施。

5、催收工作受到严格限制，稍有不慎就有可能被认定为暴力催收，更不用说采取拖车等方式了。

6、平台完全不能开展新业务，无新的收入来源，人员流失严重，难以长期维持一个成规模的催收队伍，催收工作越来越难开展。

在第17期兑付通知中，喜投网提到：进入2021年以来，清收回款工作更加艰难。春节期间，通常是用钱的高峰，借款人资金极度紧张，缺乏还款能力，且大多数停工返乡，难以催收。面临当前的困境，为了筹措兑付资金，平台团队自春节以来一直没有停止催收工作，但收效不大，回款大幅度下降。

喜投网良退始于2020年3月16日，喜投网在其官方论坛发布通知，于2020年3月16日下午2点正式向喜投网出借人开启确权功能，望符合条件的用户积极申报确权，至此平台已进入良性清退阶段。从2月17日起，暂停平台注册、充值、投标、体现、转债等操作功能。平台已成立清退组、后续将进行清产核资、送达确权通知并完成确权、选举监委会、制订退出方案并经出借人大会表决、启动良退等。

一年多后，尚有5412名投资者的6.89亿元待偿还，良退之路漫漫！

“大V”仍风生水起

公开信息显示，喜投网由深圳市喜投金融服务有限公司运营，于2014年5月8日正式上线，注册资本、实缴资本均为5022.73万元，平台法定代表人为黄生（旗下运营知名自媒体“黄生看金融”），其亦为公司实控人，持股占比达到了62.48%，其他股东还包括自然人古松（持股25.52%），以及法人股东和才（天津）股权投资基金管理有限公司（持股12%）。

除此之外，黄生还以71%的比例控股前海投我金融，100%控股黄生读书会，黄生读书会正是“黄生看金融”公众号的账号主体。

新榜数据显示，“黄生看金融”40次进入新榜500强，4月份排名为189，新榜指数为906.8。在财富榜单中，长期位于前20名阵营之内。在其公众号上，有售卖理财课程与酒类商品。大V的影响力也确实不容小觑。黄生此前曾在采访中表示：“喜投网是唯一没有营销投入的P2P平台。”当被问及原因时，他反问道：“我一篇微信几十万，甚至几百万阅读量，最少也是“10万＋”，粉丝粘度和忠诚度非常高，在别的地方投广告会有这么好的效果吗？”

此外，其微博账户“黄生看金融”有超300万粉丝，最近一条更新在5月20日，关于加密货币。

“黄生看金融”微信公众号的最新推文则停留在本周一，标题是《血洗，中国出手全面绞杀》，对于5000多名迟迟未能收回本金的喜投网投资者而言，或许更能体会标题中“血洗”和“绞杀”的含义。",财经
杜江霍思燕观看儿子演出 7岁嗯哼参与歌词创作,"网易娱乐5月24日报道 近日，嗯哼参演某音乐剧的照片曝光，杜江霍思燕也到场支持。画面中的嗯哼穿着绿色演出服，打扮得十分帅气。在舞台上的他毫不怯场，自信大方地进行表演。

据网友透露，嗯哼这次演的非常投入，台词进步不少，还参与了歌词的创作。

据悉，杜江和霍思燕均到场支持儿子的演出，夫妻二人更是对着镜头笑得十分开心。嗯哼也长高了不少，已快到杜江的肩膀。

此前报道

霍思燕教育孩子好严厉!嗯哼大哭满脸鼻涕紧跟妈妈

网易娱乐4月26日报道 4月26日，有网友曝光了一段女演员霍思燕教育自己儿子嗯哼的视频，画面中的霍思燕身穿卫衣现身，遭儿子惹生气黑脸独自行走，儿子嗯哼大哭跟在身后，满脸鼻涕用衣服擦，表情也很可怜，独自徘徊在停车场妈妈上车之后他还不敢上车。

此前，在节目中，嗯哼说道自己在学校被同学给起外号，因为嗯哼的大名叫杜宇麒，所以同学们管嗯哼叫“肚脐眼”，得知嗯哼被同学叫肚脐眼的时候，霍思燕和杜江的态度是完全不同的，霍思燕问到了杜江小时候被同学起什么外号，杜江笑容满面，脱口而出：“肚脐眼”，霍思燕却明显很不开心。





此前，有网友在三亚一酒店偶遇了霍思燕、杜江夫妇，称“竟然和霍思燕杜江夫妇住同一个酒店”，视频中除了霍思燕杜江夫妇还有儿子嗯哼出镜，还有一个女性和一个神秘小女孩，有网友猜测这个小女孩是不是就是网传的二胎女儿。",娱乐
辟谣！网传“海淀区教委开会，教育机构暑期不许开课”为不实消息,"针对网传“北京市海淀区教委开会，教育机构暑期不许开课”消息，海淀区教委发布声明，表示此消息不属实。

2021年5月23日，海淀区教委组织部分培训机构，召开了资金监管和规范办学工作会，对培训机构的收费、广告、宣传、资金监管、合同、疫情防控等工作再次提出要求。2021年5月24日网上出现的“北京市海淀区教委开会，教育机构暑期不许开课”等不实消息，系某培训机构员工将其内部沟通群中部分聊天内容未经当事人许可外传所致，该机构及当事人并未参加5月23日的会议，其聊天内容系个人分析和推测，并非海淀区教委官方发布，当事人现已报案。

海淀区教委再次明确，将持续规范管理校外培训机构，坚持从严治理，对存在不符合资质、管理混乱、借机敛财、虚假宣传、与学校勾连牟利等问题的机构，严肃查处，确保广大学生和家长的合法权益。

此前，或受次传闻影响，教育中概股呈现集体下跌趋势。

截至美东时间5月24日下午收盘，好未来下跌17.14%；新东方下跌18.29%，高途（原跟谁学）下跌12.05%，网易有道下跌9.22%，无忧英语（51Talk)下跌19.16%，朴新教育下跌22.44%，精锐教育下跌12.20%......

港股表现也不容乐观，新东方在线、卓越教育、思考乐教育等公司在24日也呈现下跌趋势，且该趋势一直持续到当前（25日）交易中。",教育
劳动教育融入学科教育，北京化工大学打造八个校内劳动实践平台,"新京报讯（记者 杨菲菲）用专业仪器检测柳湖水质，修理废旧自行车将其变为校园版共享单车，种植中草药了解它们的生长过程及功效……北京化工大学依托昌平校区的劳动实践基地，把劳动教育与学生的日常课程、科研项目结合起来。目前，该校已有6个学院搭建了8个校内劳动实践平台，依托平台申请的大学生创新项目共计19项。4月29日，新京报记者走进北京化工大学昌平校区，一探究竟。

6个学院搭建8个劳动教育实践基地

堤岸上绿草青青，湖水泛着微波，黑天鹅和野鸭在湖中游来游去。在北京化工大学昌平校区的柳湖边，学生们有的拿着各种设备检测水质，有的在搭建浮床、种植水生植物，还有的在清捞杂草、维护堤岸……大家都忙得不亦乐乎。

“现在的柳湖，水是景观二类水质，景色也好看了，是我们校区的一个著名景点。”该校化学工程学院辅导员、柳湖环保公益实践基地负责人顾峻宇回忆说，2019年时柳湖的水体富营养化问题很严重，有一股恶臭味，属于劣五类水。

两年半的时间，柳湖的水质从劣五类水变成了景观二类水，这一切离不开柳湖环保公益项目的实施。针对校园柳湖水体富营养化问题，2019年4月，化学工程学院环保志愿者协会发挥社团青年志愿服务优势及环境专业优势，成立了柳湖环保公益实践基地，组建柳湖护卫队，着力开展柳湖水质改善工作。

除了参与湖区日常清理维护工作，学生们还在专业教师的指导下，积极探究水质成因，用专业知识解决水质实际问题。

目前，该校6个学院共搭建了化育百草园、柳湖环保公益、荷塘环保公益、宏德单车、草坪节水技术示范、数字化生态保护、天工润泽园、务实维修工作站8个劳动教育实践基地，作为开展劳动教育的校内劳动实践平台。学生在每一个劳动教育实践基地都能真正运用所学解决问题。

柳湖、荷塘环保公益实践基地让校园水系变得更美，宏德单车劳动教育实践基地填补了校园共享单车空白……各基地的实践成果让校园生活变得更加美好。

劳动教育和专业教育相结合

如何让学生们真正在劳动教育中有所收获？北京化工大学给出的答案是把劳动教育与专业教育结合起来。

4月29日，在宏德单车劳动教育实践基地，学生们正在修理废旧自行车，旁边还摆放着几辆用废旧自行车改造而成的小拉车。

“我们学校比较大，每次开学的时候运送行李都不方便。我们就想用废旧自行车改成小拉车。”该校机电工程学院机械制造专业的大三学生王昭表示，在改造过程中才发现这件事并不容易，要确定小拉车的结构，到底是后面放车斗还是侧边放车斗；如果在侧边放车斗，还要确定两侧用几个车轱辘。

“小拉车比自行车长多了，车子主体长了，整个结构也变了，力矩也会发生变化。”王昭告诉记者，最后他们利用了学校工训中心的工具，加上专业课《机械制造技术》中的知识，才改造出了理想的小拉车，“车子升级了好几次。”

记者了解到，机电工程学院依托机械制造、工业设计等专业，充分利用校园废弃的旧自行车，建立宏德单车劳动教育实践基地。通过废旧零件DIY“变废为宝、废物利用”，重组了北化人自己的免费共享单车“宏德单车”70余辆。

学有所得是不少学生的亲身体验。“薄荷的功能是清新口气，还有很多的药用价值，比如对胃痛、胆囊痛都有一定的舒缓作用……”在化育百草园劳动教育实践基地，生命科学与技术学院生物工程专业的大二女生王瑾一口气说出了薄荷的诸多好处。这些知识都是她在专业学习中会涉及的内容，“栽种这些中草药，让我更加了解这些植物，也更加了解自己所学的专业、了解药学。”

打造“1+1+N”实践基地运行保障机制

“劳动教育是新时代党对教育的新要求，是中国特色社会主义教育制度的重要内容。北京化工大学作为一所特色鲜明的院校，非常注重将劳动教育与专业知识相结合，把劳动精神养成、劳动能力培养、劳动习惯训练贯穿立德树人全过程，努力实现以劳树德、以劳增智、以劳强体、以劳育美的育人效果，全力培养德智体美劳全面发展的社会主义建设者和接班人。”谈到学校的劳动教育，北京化工大学校长谭天伟如是说。

为了更好地进行劳动教育，该校在实践中摸索出了一套独特的实践基地运行保障机制，即“1+1+N”实践基地运行保障机制，1个学院负责基地运行，1个科研教学项目进行支撑，N个职能部门承担日常保障和支持工作。

北京化工大学北校区工作办公室主任苏建茹表示，这种方式可以拓展劳动实践内容，让劳动教育更贴近师生实际需要，也让劳动教育实践成果更多更好地惠及师生。",教育
炒币可一夜暴富？造富神话往往和造贫奇迹相伴而生,"国内虚拟货币迎来强监管。近日，国务院金融稳定发展委员会会议明确提出，打击比特币挖矿和交易行为，坚决防范个体风险向社会领域传递。

此前，受市场避险情绪上升及国外大型投资机构、公司入场等影响，虚拟货币价格一路高歌猛进。币圈“造富神话”让虚拟货币走进更多人视野，大量投资“小白”也纷纷跑步入场，希望通过炒币实现所谓的“财富自由”。但金融市场发展规律告诉我们，“造富神话”往往和“造贫奇迹”相伴而生。在币圈，相对于财富的快速生成，财富的迅速蒸发更令人触目惊心。数据显示，监管部门发声后24小时内，全网超过20万人爆仓，80亿元资金灰飞烟灭。

和早期一些经济实力较强、怀有区块链信仰的投资者参与虚拟货币交易不同，今年以来，大量以学生为主的年轻群体进入币圈，他们判断能力不足，经济实力较弱，风险承受能力较差，这就使得“圈子风险”、个体风险逐渐有向社会领域传递之势，监管部门此时发声，正是希望通过及时的监管，防范风险继续蔓延。

对大部分投资“小白”而言，他们大多看到币圈的造富效应，却忽略了炒币的高风险。本质上，比特币等虚拟货币并没有实际价值支撑，不具备法定货币的主权信用，缺乏广泛的应用场景。虽然被拥趸奉为“数字黄金”，但和真实的黄金相比，价值根基极其脆弱，监管方向的变化、几个投资巨鳄的买卖，甚至于某些人的一句话，就能导致其价格剧烈波动。

而且，由于具有去中心化、难以追溯等特点，虚拟货币很难被监管，因此成为违法犯罪活动的温床，逃税、洗钱、走私、贩毒等大行其道。在我国，一些虚拟货币交易所的服务器设置在海外，法律难以监管到，虚构交易、断网跑路、侵吞客户资金等情况时有发生，投资者一旦卷入其中，将遭遇维权困难。

此外，虚拟货币还是投机分子利用山寨币、空气币坐庄圈钱的新手段。这些通过修改甚至直接套用比特币源代码而产生的山寨币，没有任何实际价值和意义，靠着极低的初始价格吸引大众关注，快速吸收资金拉高价格，一旦价格达到高位，便集中抛盘“割韭菜”，使投资者蒙受巨大经济和财产损失。

实际价值薄弱、波动性强、不受监管，种种特征表明虚拟货币已经离正常的投资工具、离“区块链信仰”相去甚远，弥漫着浓浓的投机和炒作味道。那些伴随而生的坑蒙拐骗活动，不仅严重扰乱了金融市场秩序，也侵害了公众的合法权益。

当前监管部门接连发声，释放了从严监管的信号，进一步清理整顿虚拟货币市场将是大势所趋。对于投资者尤其是对于新入场的“小白”们来说，要进一步提高警惕，加深对虚拟货币本质的认识，“一夜暴富”的神话不可信，火中取栗的游戏有风险，生财还得有道，投资还需理性。",财经
《月光变奏曲》开播 THE9-虞书欣丁禹兮甜怼开嗑,"



网易娱乐5月20日报道 由爱奇艺出品、华策克顿集团旗下好剧影视联合出品，张博昱执导，THE9-虞书欣、丁禹兮领衔主演，杨仕泽、马吟吟主演的元气恋爱番《月光变奏曲》于今日爱奇艺全网独播。今日起，每周四至周日20点更新2集，VIP会员抢先看6集。

该剧改编自青浼的同名小说，讲述了元气满满的职场菜鸟小编辑初礼（THE9-虞书欣 饰）遇到“两副面孔”的傲娇大神作家昼川（丁禹兮 饰）后，触发一场有怼有甜的恋爱成长故事。两人从线上的虚拟友人转变为线下的现实情侣，有合租在同一屋檐下的误会与相爱相怼，更有相互陪伴从低谷走向巅峰的正能量传递。

恋恋剧场首部元气恋爱番 520最佳打开方式

《月光变奏曲》作为爱奇艺“恋恋剧场”的首部剧集，于今日开播。该剧 “元气恋爱番”的创新设定，一舍印象中都市情感剧霸道总裁甜宠、甜腻的惯常套路，通过男女主人公相爱相杀产生矛盾、制造甜蜜，爆发少女心，观众也将从中享受到别致的追剧快乐。

初出茅庐的少女编辑初礼，对待新工作新生活充满元气与激情；而出道就爆红的青年作家昼川，习惯性闭关写作让上门催稿的编辑经常吃闭门羹。初礼和昼川，不同阅历、个性迥异的两个人，误打误撞地走到一起，少不了因性格、年龄差异带来种种矛盾和摩擦。这对甜蜜互怼的搭档，将为观众带来源源不断的欢笑、萌动和感动。

THE9-虞书欣丁禹兮甜怼交织 恋爱职场日常轮番上演

开播首日剧情中，THE9-虞书欣和丁禹兮小清新造型元气满满，十分养眼。两位主人公的人设也十分鲜明突出。初入职场的小编辑初礼，面对嘴硬作家昼川的冷眼和坏脾气不卑不亢，一心沉浸工作中；作家昼川率先知道一直跟自己聊天的网友，就是初礼对她心生好感却不说出口，一副口嫌体直霸道作家的模样。初礼和昼川对对方的感情都隐藏在各种暧昧关系之中，连日常的互怼也成为甜蜜。可谓是一场双向奔赴的感情。昼川的心意初礼是否能感受到？初礼最后是否会爱上昼川？两个人的梦想能否实现？一切等待时间兑现。 《月光变奏曲》以出版社行业为题材，描绘出版社、小编辑、大作家等的工作细节、思维方式，在互联网和新媒体作为主流媒介的今天，力求向观众展现纸媒文字工作者的细腻与热忱。剧集讲述初礼昼川甜怼日常的同时，也将视线聚焦职场，展现年轻人在职场上的历练和成长。初礼初入职场，就遭遇老员工推卸工作、老编辑否定自己的职场委屈；而身为知名青年作家的昼川，也要面对出版社的暗中算计。年轻人为梦想奋斗的每一幕场景，都让年轻观众看了感同身受。

《月光变奏曲》今日爱奇艺全网独播，每周四至周日20点更新2集，VIP会员抢先看6集。作为爱奇艺“恋恋剧场”首部剧集，相信《月光变奏曲》能够为这个初夏带来沁人心脾的清凉和甜蜜。是今夏不容错过的元气恋爱番。",娱乐
《往后余生》正式杀青 钟汉良李小冉默契满分,"



网易娱乐4月12日报道 由钟汉良、李小冉领衔主演，王阳、田蕾希等主演的都市情感剧《往后余生》在经历了四个月的拍摄期后于4月10日正式杀青，杀青当日，#往后余生杀青#话题词便迅速登上微博热搜榜。今日官方发布一则杀青特辑，引发网友热议，其中刘俊杰导演对细节品质的把控，钟汉良李小冉十年好友的工作氛围，都令不少观众充满期待感，直言：“《往后余生》的氛围感绝了，这样有质感的剧，蹲了。”

钟汉良李小冉默契满分 即兴发挥更显烟火气息

作为继《来不及说我爱你》之后，钟汉良与李小冉再度合作的作品，《往后余生》一经开机便受到网友的广泛期待。此次杀青特辑中两人不仅相处氛围欢乐轻快，默契度更是再次升级，拍摄过程里屡屡碰撞出让人意想不到的化学反应。李小冉在谈及与钟汉良的拍摄时表示“三分之二的戏都是即兴发挥的。”“你像我会给他剥一个鸡蛋，他会帮我剥紫薯，都是当时碰出来的。”

杀青特辑发布后，两人之间经年老友般熟稔的默契度与超强的CP氛围感获得了无数网友的认可与喜爱。“钟汉良、李小冉两人间的氛围也绝了，站在一起就超有CP感。” “念念不忘，必有回响！哇冉CP的再次合作有生之年终于看到了！”同时， “《往后余生》搞快点！”亦成为网友们讨论频繁的核心热词，对剧集的热情可见一斑。

齐心打造“三有”情感大剧 处处细节都是用心与努力

根据已经发布的杀青特辑来看，《往后余生》全体工作人员的细心与用心充盈在画面里的每一个角落，造型顾问李大齐要求所有造型都必须是基本款，这样不仅使人物符合剧中设定，也更加贴近生活，拉进了与观众的距离感；导演刘俊杰不仅在拍摄前与每一个主要演员讨论对应角色的设定与心路历程，还会根据每一个人物不同的境遇画出相应的生活轨迹与区域，如此精细的品质把控，让角色从一开始便鲜活且生动；在美术方面，无论是生活区规划，还是灯光的把控都极具人物特色，李小冉更是直言：“一进入那个景，便觉得自己就是谈静”。

此中种种，不仅源于主创团队自身极高的专业度，更是饱含了全体主创人员对这部作品的呵护与爱意。正如《往后余生》开机时，总制片人敦淇所期望的，将《往后余生》打造成一部有温度、有深度、有厚度的情感大剧的想法一样。生活化、品质化，用最专业的态度，打造最有温度的剧，一直是《往后余生》坚持的制作理念。

据悉，该剧改编自著名作家匪我思存的代表作之一《爱你是最好的时光》，由著名导演刘俊杰执导，柏邦妮担任编剧，讲述了一对久别重逢的恋人，心外科医生聂宇晟（钟汉良 饰）与单亲妈妈谈静（李小冉 饰）携手面对命运，相互治愈，最终迎来幸福人生的故事。目前该剧已经正式进入紧张的后期制作中，相信凭借强大专业的制作班底、极具实力的演员阵容，一定会为观众献上一份最难忘的回忆，我们一起拭目以待吧！",娱乐
《号手就位》今日开播 陈星旭演绎火箭军烈火青春,"



网易娱乐4月13日报道 由陈星旭搭档李易峰、张馨予等主演的电视剧《号手就位》官宣正式定档。4月13日起在浙江卫视、江苏卫视、优酷平台同步播出。《号手就位》作为国内首部火箭军题材电视剧，讲述了一群火箭军新兵勇闯军营，在身经百战的老兵们的带领下不断进步，由“菜鸟”新兵蜕变为“王牌号手”的故事。陈星旭也将在《号手就位》中饰演“欧阳俊”这个角色，为大家揭开火箭军这一特殊兵种的神秘面纱，讲述其背后的热血爱国故事。

陈星旭童星出身，从小参与多部影视作品的创作，多年来的表演经验也让他对其有着深刻见解。他曾在采访中表示演员应像面团一样可以揉捏出无数可能。人生如戏，戏则细。2019年，陈星旭凭借《东宫》中李承鄞一角被观众熟知，其游刃有余的演技能力得到高度评价。在剧中他既是直率阳光的顾小五，又是沉着稳重的东宫太子李承鄞。对于两种不同性格的演绎，陈星旭从细微的动作到眼神都无一例外地把角色特点展现得饱满到位。在电影《倩女幽魂人间情》中他演绎的宁采臣也以憨直勇敢的形象深深地打动了观众们。

为了贴近《号手就位》中欧阳俊的角色性格，陈星旭提前投入体能训练。这部剧从细节处还原真实的火箭军形象，将火箭军的阳刚坚韧表现得淋漓尽致，也将火箭军的真实训练情景展示在大众面前。除了惊心动魄的剧情外，陈星旭的军装扮相也是该剧的另一大看点。在先前的路透中，陈星旭就以正气潇洒的军装形象在各大平台出圈，广受路人好评，《号手就位》官宣定档日期后，更是收获了无数期待的声音。他在剧中饰演积极向上，智力与体力同时在线的军人学霸，观众表示非常期待！

《号手就位》改编自丰杰的长篇小说《毕业了，当兵去》，是中国首部聚焦“中国火箭军”这一特殊军种的电视作品，筹备长达三年之久，只为达到最好的播出效果。投身军营与国同行，薪火相传坚毅勇敢，陈星旭在一次又一次的全新角色中挑战自己，展现表演的多样性及可能性。4月9日下午，陈星旭身穿黑丝绒西装出席《号手就位》开播发布会，以正装亮相的陈星旭也依旧魅力满分，身姿挺拔。相信陈星旭会在《号手就位》再一次让观众感受无限惊喜，十分期待陈星旭在《号手就位》中的精彩表现！",娱乐
生涯巅峰!最强亚洲1哥!孙兴慜赛季2双:17球英超第4,"网易体育5月24日报道：

刚结束的英超赛季，虽然托特纳姆热刺高开低走表现平平，但对于韩国球星孙兴慜而言，本赛季仍然是值得铭记的。孙兴慜本赛季英超打入17球创造了个人职业生涯新高，此外加上10次助攻的“双10+”的数据在英超赛场足够闪耀，无愧亚洲第一人的荣誉。





17个进球是孙兴慜职业生涯单赛季新高，此前孙兴慜的个人单赛季英超进球纪录是在2016-17赛季创下的14球的成绩。除了进球外，孙兴慜给队友做球的能力也展现无遗。他共有10次助攻队友得分，进球和助攻数都达到了两位数。

本赛季第2轮客场对南安普敦，孙兴慜的大四喜技惊四座，成为赛季的一大亮点。他在对曼联、曼城、利物浦、阿森纳都有进球，也是不折不扣的强队杀手。去年10月被评为英超当月最佳球员，在那个月孙兴慜全部3场联赛场场进球，共有4球进账外加2次助攻。





进球加助攻两双的数据并非孙兴慜职业生涯首次，上赛季他联赛11球加11助攻的数据已经达成，但本赛季孙兴慜在这一基础上让数据变得更漂亮。本赛季孙兴慜英超出场37场，打入17球并有10次助攻，射手榜排名第四，助攻榜同样排在全英超第四。

17个进球、10次助攻，孙兴慜总共27次直接参与进球的数据，仅次于队友凯恩（37次）和曼联的B费（30次），和利物浦的萨拉赫并列第三，毫无疑问是亚洲足坛的骄傲。别忘了联赛之外，孙兴慜足总杯、联赛杯和欧联杯还有5个进球和7次助攻进账，整个赛季他51场比赛打入22球，还有17次助攻，做到了真正的传射俱佳。",体育
